fund_code,related_sector
012322,中证云计算与大数据主题指数
012320,国证消费电子主题指数
012321,中证云计算与大数据主题指数
012319,国证消费电子主题指数
012323,中证医疗指数
012329,中证新能源指数
012328,中证新能源指数
012340,中证食品饮料指数
012341,中证食品饮料指数
012348,恒生科技指数
012349,恒生科技指数
012362,中证全指证券公司指数
012364,中证光伏产业指数
012363,中证全指证券公司指数
012365,中证光伏产业指数
012371,中证沪港深互联网人民币指数
012372,中证沪港深互联网人民币指数
012394,中证新华社民族品牌工程指数
012401,中证医药主题指数
012402,中证医药主题指数
012403,中债-1-5年政策性金融债财富(总值)指数
012404,中债-1-5年政策性金融债财富(总值)指数
012417,国证生物医药指数
012414,中证白酒指数
012461,国证龙头家电指数
012462,国证龙头家电指数
012498,中证500指数
012499,中证500指数
012503,中证环保产业50指数
012504,中证环保产业50指数
012537,细分化工
012538,细分化工
012547,中证银行指数
012543,中证新能源汽车指数
012548,细分食品
012544,中证新能源汽车指数
012549,细分食品
012550,中证电子50指数
012551,中证电子50指数
012553,中证芯片产业指数
012555,创业板大盘指数
012554,创业板大盘指数
012552,中证芯片产业指数
012571,恒生科技指数
012570,恒生科技指数
012590,中证全指证券公司指数
012597,中证800指数
012596,中证800指数
012605,中证证券保险领先指数
012606,中证证券保险领先指数
012620,中证软件服务指数
012619,中证软件服务指数
012629,国证半导体芯片指数
012630,国证半导体芯片指数
012636,中证全指软件指数
012635,中证医疗指数
012637,中证全指软件指数
012634,中证医疗指数
012643,中证红利指数
012644,中证红利指数
012663,中证沪港深300指数
012664,中证沪港深300指数
012680,中证光伏产业指数
012679,中证光伏产业指数
012693,中债-0-3年国开行债券全价(总值)指数
012698,中证新能源汽车产业指数
012700,中证全指证券公司指数
012692,中债-0-3年国开行债券全价(总值)指数
012699,中证新能源汽车产业指数
012708,中证东方红红利低波动指数
012709,中证东方红红利低波动指数
012712,沪深300红利指数
012713,沪深300红利指数
012718,中证科技50指数
012717,中证科技50指数
012723,中证光伏产业指数
012722,中证光伏产业指数
012724,中证畜牧养殖指数
012735,中债-1-3年国开行债券全价(总值)指数
012729,中证动漫游戏指数
012725,中证畜牧养殖指数
012733,中证人工智能主题指数
012728,中证动漫游戏指数
012734,中证人工智能主题指数
012737,中证创新药产业指数
012736,中债-1-3年国开行债券全价(总值)指数
012738,中证创新药产业指数
012751,纳斯达克100指数
012752,纳斯达克100指数
012755,中证内地低碳经济主题指数
012756,中证龙头企业指数
012753,纳斯达克100指数
012754,中证内地低碳经济主题指数
012761,上证红利指数
012757,中证龙头企业指数
012762,上证红利指数
012768,中证动漫游戏指数
012769,中证动漫游戏指数
012781,中证创新药产业指数
012782,中证创新药产业指数
012801,中证医药50指数
012802,中证医药50指数
012805,恒生科技指数
012804,恒生科技指数
012809,中证沪港深科技龙头指数
012808,A股资源
012810,国证钢铁行业指数
012832,中证新能源指数
012831,中证新能源指数
012837,中华交易服务半导体芯片行业人民币指数
012838,中华交易服务半导体芯片行业人民币指数
012842,中证军工指数
012854,中证ESG120策略指数
012855,中证ESG120策略指数
012861,标准普尔500指数
012857,中证主要消费指数
012863,中证电池主题指数
012862,中证电池主题指数
012860,标准普尔500指数
012864,标普500医疗保健等权重指数
012865,标普500医疗保健等权重指数
012866,标普生物科技精选行业指数
012868,标普500信息科技指数
012867,标普生物科技精选行业指数
012870,纳斯达克100指数
012871,纳斯达克100指数
012869,标普500信息科技指数
012873,中证国有企业改革指数
012872,中小企业100指数
012874,中证全指证券公司指数
012875,上证50指数
012886,中证光伏产业指数
012885,中证光伏产业指数
012894,中证科创创业50指数
012898,中证科创创业50指数
012895,中证科创创业50指数
012900,创业板指数(价格)
012899,中证科创创业50指数
012901,创业板指数(价格)
012911,沪深300指数
012908,中证科创创业50指数
012907,中证科创创业50指数
012912,沪深300指数
012926,中证500指数
012927,中证500指数
012929,中证光伏产业指数
012928,中证光伏产业指数
012970,国证半导体芯片指数
012969,国证半导体芯片指数
012974,中证800汽车与零部件指数
012973,中证800汽车与零部件指数
012979,恒生科技指数
012980,恒生科技指数
013013,中证新能源汽车指数
013014,中证新能源汽车指数
013035,中证军工指数
013048,中证新能源汽车指数
013053,国证龙头家电指数
013054,国证龙头家电指数
013070,彭博政策性银行债券1-5年指数
013071,彭博政策性银行债券1-5年指数
013074,沪深300价值指数
013080,中证800制药与生物科技指数
013082,中证基建工程指数
013081,中证800有色
013083,中证信息安全主题指数
013084,中证智能家居指数
013120,沪深300指数
013119,中证500指数
013122,中证TMT产业主题指数
013121,中证800金融指数
013126,细分食品
013125,细分食品
013127,恒生科技指数
013128,恒生科技指数
013134,MSCI中国A股国际通指数
013138,中债-5-10年国开行债券全价(总值)指数
013169,彭博政策性银行债券1-5年指数
013171,恒生互联网科技业指数
013170,彭博政策性银行债券1-5年指数
013174,华证ESG领先指数
013172,恒生互联网科技业指数
013180,国证新能源车电池指数
013179,国证新能源车电池指数
013195,中证新能源汽车指数
013196,中证新能源汽车指数
013233,中证500指数
013234,中证500指数
013277,创业板指数(价格)
013273,沪深300地产等权重指数
013278,中证体育产业指数
013275,中证煤炭指数
013276,中证全指证券公司指数
013286,上证综合指数
013292,中证智能汽车主题指数
013291,沪深300指数
013298,中证科创创业50指数
013299,中证科创创业50指数
013304,中证科创创业50指数
013305,中证科创创业50指数
013302,中证科创创业50指数
013303,中证科创创业50指数
013308,恒生科技指数
013309,恒生科技指数
013310,中证科创创业50指数
013314,中证科创创业50指数
013311,中证科创创业50指数
013313,中证科创创业50指数
013315,中证科创创业50指数
013316,中证科创创业50指数
013317,中证科创创业50指数
013319,中证新能源汽车指数
013318,中证科创创业50指数
013320,中证新能源汽车指数
013330,中证银行指数
013331,中证1000指数
013332,中证500指数
013402,恒生科技指数
013403,恒生科技指数
013404,S&P 500 Equal Weight Index
013413,中证环境治理指数
013415,中证全指医疗器械指数
013416,中证全指医疗器械指数
013425,标准普尔500指数
013442,中证1000指数
013444,上证50指数
013443,创业板指数(价格)
013445,中证芯片产业指数
013446,中证芯片产业指数
013453,国证新能源指数
013476,中证智能电动汽车指数
013477,中证金融科技主题指数
013475,中证智能电动汽车指数
013478,中证金融科技主题指数
013471,中证全指农牧渔指数
013472,中证全指农牧渔指数
013503,中证内地低碳经济主题指数
013499,标准普尔500指数
013502,中证内地低碳经济主题指数
013527,细分化工
013528,细分化工
013594,中债7-10年国开行债券全价(总值)指数
013592,中债-1-3年国开行债券全价(总值)指数
013593,中债-3-5年农发行债券全价(总值)指数
013597,中证全指证券公司指数
013602,中证光伏产业指数
013596,中证煤炭等权指数
013601,中证光伏产业指数
013609,中债-1-5年政策性金融债财富(总值)指数
013640,中证500指数
013639,中证500指数
013653,上海清算所0-5年农发行债券全价指数
013811,上证科创板50成份指数
013810,上证科创板50成份指数
013816,中证光伏产业指数
013817,中证光伏产业指数
013878,中证500指数
013879,中证500指数
013881,中证500指数
013889,新华沪港深新兴消费品牌指数
013888,新华沪港深新兴消费品牌指数
013893,上证科创板50成份指数
013894,上证科创板50成份指数
013923,中证1000指数
013922,中证1000指数
013942,中证稀有金属主题指数
013945,中证海外中国互联网指数
013943,中证稀有金属主题指数
013987,0-5年期央企债券指数(全价)
013988,0-5年期央企债券指数(全价)
014028,中证银行指数
014081,中债-1-3年国开行债券全价(总值)指数
014082,中债-1-3年国开行债券全价(总值)指数
014101,中债3-5年国开行债券全价(总值)指数
014102,中债3-5年国开行债券全价(总值)指数
014111,中证稀有金属主题指数
014110,中证稀有金属主题指数
014118,中证沪港深创新药产业人民币指数
014117,中证沪港深创新药产业人民币指数
014125,中证1000指数
014130,中证云计算与大数据主题指数
014126,中证1000指数
014134,中证500指数
014133,中证500指数
